Name,Socket,Chipset,MaxRAMSpeed,MemoryType,SupportedStorageInterfaces,SupportedFormFactors,Formfactor
Gigabyte GA-970A-D3 Rev. 3.0,AM3+,AMD 970,DDR3 1866 MHz (OC),DDR3,"SATA III, SATA II, IDE","2.5-inch and 3.5-inch hard drives, SSDs",ATX
Gigabyte GA-970A-D3P Rev. 2.0,AM3+,AMD 970,DDR3 1866MHz,DDR3,"SATA III, PCIe, IDE",,ATX
Asus Z170M-E D3,LGA 1151,Intel Z170,DDR4 3200,DDR4 SDRAM,"SATA III, PCIe NVMe, M.2 (SATA/Super speed)","2.5"" HDD, mSATA, M.2 SSD",Micro-ATX
Asus TUF X470-Plus Gaming,AM4,AMD X470,DDR4 3200,DDR4,"SATA III, M.2 NVMe, PCIe x4","U.2, mSATA, SATA Express",ATX
Gigabyte GA-H170M-D3H,LGA 1151,Intel H170,DDR4 2400MHz,,"SATA III, M.2 NVMe, PCIe x4",M.2 SATA/SATA/PCIe NVMe,Micro-ATX
Asrock Fatal1ty Z370 Gaming K6,LGA 1151,Intel Z370,2400MHz,DDR4,"SATA III, M.2 NVMe, M.2 SATA",U.2,ATX
Asrock Z270 Killer SLI/ac,LGA 1151,Intel Z270,DDR4 3200,DDR4,"SATA III, PCIe NVMe","2.5"", M.2",ATX
Gigabyte X570 Aorus Ultra,AM4,AMD X570,3200MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, U.2 SSD",ATX
Asrock Z170 Extreme4,LGA 1151,Intel Z170,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2, USB-C","2.5"", 3.5""",ATX
MSI B150 PC Mate,LGA 1151,Intel B150,DDR4-2400,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5"", M.2",ATX
Asrock Fatal1ty X99X Killer,LGA 2011-3,Intel X99,3200MHz,DDR4,"SATA6Gb/s, PCIe, M.2","2.5"" HDD, M.2 SSD",ATX
Gigabyte GA-EX58-UD5,LGA 1366,Intel X58,2400MHz (since it supports DDR3 memory with a maximum speed of 2400MHz),DDR3,"SATA II, SATA III, PCIe x16","HDD, SSD, Floppy",ATX
Asus Prime B350M-E,AM4,AMD B350,3200MHz,DDR4,"SATA III, PCIe NVMe","HDD, SSD, M.2",Micro-ATX
Asus ROG Strix H270F Gaming,LGA 1151,Intel H270,DDR4 2400/2133 MHz,DDR4,"SATA III, PCIe NVMe","M.2, mSATA, U.2",ATX
Asus Prime X299-Deluxe,LGA 2066,Intel X299,DDR4 4800MHz,DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5-inch HDD, M.2 SSD, U.2 SSD",ATX
Gigabyte GA-H170-HD3,LGA 1151,Intel H170,DDR4 2400 MHz,DDR4,"SATA III, M.2 (NVMe), PCIe x4","2.5"" HDD, M.2 SSD",ATX
Asus ROG Maximus X Hero (Wi-Fi AC),LGA 1151,Intel Z370,DDR4 3200 MHz,DDR4 SDRAM,"SATA III, M.2 NVMe, M.2 SATA","U.2, M.2, SATA, PCIe",ATX
Gigabyte X570 Aorus Xtreme,AM4,AMD X570,4600 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2, USB-C","M.2, mSATA, U.2, SATA III",E-ATX
Maxsun MS-H110D4L M.2,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA/SAS/PATA), PCIe x4","2.5-inch HDD, M.2 SSD",Micro-ATX
Gigabyte GA-Z270M-D3H,LGA 1151,Intel Z270,DDR4-3400,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch, M.2",Micro-ATX
Gigabyte GA-H110M-Gaming 3,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, PCIe x2",,Micro-ATX
Gigabyte GA-H110M-HD2,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, PCIe x4","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus ROG Maximus IV Extreme,LGA 1155,Intel P67,DDR3 2600MHz,DDR3,"SATA III, SATA II, eSATA, PCIe x4","2.5"", 3.5""",E-ATX
Asus Prime B450M-A,AM4,AMD B450,3200 MHz,DDR4,"SATA III, M.2 (SATA and PCIe), U.2","2.5"" and 3.5""",Micro-ATX
SOYO SY-Meterstone B250M Gaming,LGA 1151,Intel B250,DDR4-2400,DDR4,"SATA, M.2, PCIe NVMe",,Micro-ATX
MSI B150M Mortar,LGA 1151,Intel B150,DDR3-1866/DDR4-2400,DDR3/DDR4,"SATA, M.2, PCIe","AHCI/SATA, M.2 (SATA, PCIe), mPCIe",Micro-ATX
SOYO SY-B250D4 V2.0,LGA 1151,Intel B250,DDR4-2400,DDR4,"SATA III, M.2 (SATA/SAS/PCH)",,Micro-ATX
MSI Z170A PC Mate,LGA 1151,Intel Z170,DDR4-2400/2133/1866,DDR4,"SATA III, M.2, PCIe NVMe","2.5"" SSD, mSATA, M.2",ATX
Asus EX-H310M-V3,LGA 1151,Intel H310,DDR4 2400MHz,DDR4,"SATA III, PCIe NVMe","2.5"" SSD, M.2 SATA/NVMe",Micro-ATX
MSI X470 Gaming Plus,AM4,AMD X470,3200 MHz (based on the AMD X470 chipset's support for DDR4-3200 memory),DDR4,"SATA III, PCIe NVMe, M.2 NVMe","M.2, U.2, SATA",ATX
MSI MPG Z390 Gaming Plus,LGA 1151,Intel Z390,DDR4 4600(O.C.),DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", 3.5""",ATX
Asrock H110M-DGS R3.0,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA), M.2 (PCIe)","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus B250 Mining Expert,LGA 1151,Intel B250,DDR4 2400 MHz,DDR4,"SATA III, PCIe NVMe","SSD, HDD, M.2",ATX
Asrock Fatal1ty AB350 Gaming K4,AM4,AMD B350,3200 MHz,DDR4,"SATA III, M.2 NVMe, USB-C","mSATA, M.2 (Key A, Key E), U.2",ATX
Asrock X399 Taichi,TR4,AMD X399,3200MHz (as per AMD's specifications for the Ryzen Threadripper processors),DDR4,"SATA III, PCIe NVMe","U.2, M.2, SATA",ATX
Asrock B360M Pro4,LGA 1151,Intel B360,DDR4 2400MHz,DDR4,"SATA III, M.2 (SATA and PCIe), UEFI firmware","M.2, mSATA, SATA",Micro-ATX
Asrock A320M Pro4,AM4,AMD A320,2933MHz ( Dual Channel ),DDR4,"SATA III, M.2 NVMe","HDD, SSD, USB",Micro-ATX
Asus Prime B250M-C,LGA 1151,Intel B250,DDR4 2400,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus Prime X370-A,AM4,AMD X370,3200MHz,DDR4,"SATA III, PCIe x4, M.2 (NVMe, SATA)","2.5"" and 3.5"" HDDs, M.2 SSDs",ATX
MSI B150M PRO-VDH,LGA 1151,Intel B150,2400MHz,DDR4,"SATA III, M.2, PCIe","2.5"" HDD, M.2 SSD",Micro-ATX
Asrock B365 Pro4,LGA 1151,Intel B365,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe","2.5"", mSATA",ATX
MSI B360M Pro-VDH,LGA 1151,Intel B360,DDR4 2400MHz,DDR4,"SATA III, PCIe NVMe","HDD, SSD, M.2",Micro-ATX
Asrock Fatal1ty X370 Gaming K4,AM4,AMD X370,"3200MHz (dual-channel), 2933MHz (single-channel)",DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA, M.2",ATX
Asus ROG Maximus X Code,LGA 1151,Intel Z370,DDR4 4333 MHz,DDR4,"SATA III, PCIe NVMe, M.2, USB-C UASP","M.2, SATA, PCI-E",ATX
EVGA X99 Classified,LGA 2011-3,Intel X99,DDR4-1866,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA",E-ATX
Gigabyte GA-B250-HD3P,LGA 1151,Intel B250,DDR4 2400 MHz,DDR4,"SATA III, PCIe NVMe","M.2, SATA",ATX
Asrock X370 Killer SLI/ac,AM4,AMD X370,"3200 MHz (Dual Channel), 3600 MHz (Single Channel)",DDR4,"SATA III, PCIe x2, M.2 NVMe","M.2 (Key E), M.2 (Key M), U.2",ATX
Asrock Fatal1ty AB350 Gaming-ITX/ac,AM4,AMD B350,3200MHz,DDR4,"SATA III, M.2 (NVMe), PCIe NVMe",M.2 (2280),Mini-ITX
Asrock 970 Pro3,AM3+,AMD 970,1866 MHz,DDR3,"SATA III, PCIe x4, AHCI","2.5"", 3.5""",ATX
Asus TUF Z270 Mark 2,LGA 1151,Intel Z270,DDR4-3200,DDR4,"SATA III, M.2 NVMe, U.2 NVMe","mSATA, M.2",ATX
Asrock H270 Pro4,LGA 1151,Intel H270,DDR4 2400 MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","mSATA, M.2",ATX
Gigabyte GA-B250-FinTech,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, M.2 (NVMe), PCIe x4","M.2, U.2, SATA",ATX
MSI B250M Mortar Arctic,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
Gigabyte GA-H110MSTX-HD3,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA & PCIe), UEFI BIOS supported","M.2, mSATA",Mini-STX
Gigabyte GA-Z270X-Gaming K5,LGA 1151,Intel Z270,DDR4 3200MHz,DDR4,"SATA, PCIe NVMe","M.2, SATA III",ATX
Biostar A68MD Pro Rev. 1.3,FM2+,AMD A70M,DDR3-1600,DDR3,"SATA III, IDE",,Micro-ATX
Asus ROG Rampage III Black Edition,LGA 1366,Intel X58,DDR3-2600 (OC),DDR3,"SATA II & SATA III, eSATA, USB, PCIe x4","2.5-inch HDD, SSD",E-ATX
MSI X370 Gaming Pro Carbon,AM4,AMD X370,DDR4 3200,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
Gigabyte GA-B250M-D3V,LGA 1151,Intel B250,DDR4 2400 MHz,,"SATA III, PCIe NVMe, M.2",,Micro-ATX
Asrock Fatal1ty Z270 Gaming-ITX/ac,LGA 1151,Intel Z270,2400MHz,DDR4,"SATA III, PCIe NVMe","M.2, U.2",Mini-ITX
MSI 990FXA Gaming,AM3+,AMD 990FX,2400 MHz (assuming it supports DDR3 RAM),DDR3,"SATA III, PCIe x4","2.5"", 3.5""",ATX
Asrock X570M Pro4,AM4,AMD X570,"DDR4 4600MHz (OC), DDR4 3200MHz (Native)",DDR4,"M.2, SATA III, U.2, USB","M.2, mSATA, Micro-ATX",Micro-ATX
Gigabyte GA-A320MA-M.2,AM4,AMD A320,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","M.2, SATA III",Micro-ATX
Asus ROG Crosshair II Formula,AM2+,Nvidia nForce 780a SLI,PC2-5300,DDR,"SATA, IDE","3.5"", 2.5""",ATX
Asus B365M-Kylin,LGA 1151,Intel B365,DDR4 3200,DDR4,"SATA III, M.2 NVMe, M.2 SATA","HDD, SSD, M.2",Micro-ATX
Asrock Fatal1ty B250M Performance,LGA 1151,Intel B250,2400MHz (based on Intel B250 chipset),DDR4,"SATA III, M.2 (SATA and PCIe), USB-C (with DisplayPort and Power Delivery)",,Micro-ATX
Biostar B350GT5,AM4,AMD B350,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2","M.2, U.2",ATX
MSI Z170-A Pro,LGA 1151,Intel Z170,DDR4-3400 (OC),DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5-inch HDD, M.2 SSD, PCIe NVMe SSD",ATX
MSI B150M Bazooka,LGA 1151,Intel B150,2400 MHz ( DDR4 ),DDR4,"SATA III, M.2","mSATA, Micro-ATX",Micro-ATX
MSI Z370 Gaming M5,LGA 1151,Intel Z370,DDR4-3840 (OC),DDR4,"SATA III, PCIe NVMe, M.2, U.2","AHCI, RAID",ATX
MSI H310M Pro-VD Plus,LGA 1151,Intel H310,DDR4 2400,DDR4,"SATA III, M.2 (NVMe), M.2 (SATA)",,Micro-ATX
Asus Prime A320M-E,AM4,AMD A320,3200 MHz,DDR4,"SATA III, M.2 NVMe","M.2, SATA",Micro-ATX
Asrock B550 Pro4,AM4,AMD B550,4800 MHz,DDR4/DDR5,"M.2 NVMe, SATA III, USB 3.2 Gen 2",M.2,ATX
Asrock Z270 Extreme4,LGA 1151,Intel Z270,DDR4 3866MHz (OC),DDR4,"SATA III, M.2, UEFI","2.5"", mSATA",ATX
Gigabyte GA-AX370-Gaming K5,AM4,AMD X370,3200MHz,DDR4,"SATA III, PCIe NVMe, M.2","M.2, U.2, SATA III",ATX
Gigabyte GA-970A-DS3P FX Rev. 2.1,AM3+,AMD 990FX,DDR3 2400MHz,DDR3,"SATA III, PCIe NVMe, M.2, eSATA","2.5"", 3.5""",ATX
Gigabyte GA-Z170X-Gaming 3 Rev. 1.1,LGA 1151,Intel Z170,DDR4-3400,DDR4,"SATA III, M.2 NVMe, PCIe x16","2.5-inch HDD, M.2 SSD",ATX
Gigabyte GA-X58A-UD3R Rev. 1.0,LGA 1366,Intel X58,DDR3 1600 MHz (PC3-12800),DDR3,"SATA II, PCIe x2, eSATA, IDE","2.5-inch and 3.5-inch hard drives, solid state drives, flash drives, CDs, DVDs",ATX
Gigabyte B450 I Aorus Pro WiFi,AM4,AMD B450,DDR4 3200,DDR4,"SATA III, PCIe NVMe","2.5-inch drive, M.2 (key A & Key E)",Mini-ITX
Asrock Z270M Pro4,LGA 1151,Intel Z270,DDR4 2400,DDR4,"SATA III, M.2 NVMe, M.2 SATA","2.5"", 3.5""",Micro-ATX
Asus B150M-Plus D3,LGA 1151,Intel B150,2400MHz (assuming DDR4 memory),DDR4 SDRAM,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
MSI 990FXA-GD65,AM3+,AMD 990FX,DDR3-2600 (unbuffered),DDR3,"SATA III, PCIe x4","HDD, SSD, USB",ATX
Gigabyte GA-B150M-D3H DDR3,LGA 1151,Intel B150,PC3-1333 (or 1066MHz),DDR3,"SATA III, M.2 NVMe, M.2 SATA","None mentioned specifically, but likely supports common storage form factors like SSD and HDD",Micro-ATX
Asus ROG Maximus IX Code,LGA 1151,Intel Z270,DDR4 3200 MHz,DDR4,"SATA III, PCIe NVMe, M.2 NVMe, USB 3.1 Gen 2","M.2, U.2",ATX
Asrock A320M,AM4,AMD A320,3200MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5-inch HDD, M.2 SSD",Micro-ATX
Gigabyte GA-H170N-WIFI,LGA 1151,Intel H170,DDR4-2400,DDR4,"SATA III, M.2 NVMe, M.2 SATA","M.2, mSATA, PCIe x16",Mini-ITX
Gigabyte GA-970A-UD3P Rev. 2.0,AM3+,AMD 970,DDR3 1800 MHz,DDR3,"SATA III, SATA II, IDE, eSATA","HDD, SSD",ATX
Asus ROG Striker II NSE,LGA 775,Nvidia nForce 790i SLI,DDR3-1333,DDR3,"SATA II, SATA III, PCIe x4",None (assuming it only supports a single form factor of ATX),ATX
MSI Z370M Mortar,LGA 1151,Intel Z370,DDR4 4333MHz (or up to 2400MHz OC),DDR4,"SATA III, M.2 NVMe, PCIe x4","M.2, mSATA",Micro-ATX
Asus ROG Maximus VIII Gene,LGA 1151,Intel Z170,DDR4 3200 MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA",Micro-ATX
Asrock Fatal1ty Z370 Gaming-ITX/ac,LGA 1151,Intel Z370,DDR4 2400 MHz,DDR4,"SATA III, M.2 NVMe, PCIe","2.5-inch HDD, M.2 SSD",Mini-ITX
MSI 970A-G43 Plus,AM3+,AMD 970,DDR3 2600MHz,DDR3,"SATA III, PCIe x4, M.2, USB","HDD, SSD, DVD, CD",ATX
MSI Z170A Gaming M5,LGA 1151,Intel Z170,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2 SATA","M.2, U.2",ATX
MSI Z170A Krait Gaming,LGA 1151,Intel Z170,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2, USB-C","2.5"", 3.5""",ATX
Gigabyte X399 Aorus Gaming 7,TR4,AMD X399,DDR4-3200,DDR4,"M.2 NVMe, SATA, PCIe","U.2, M.2",ATX
MSI B450 Gaming Plus,AM4,AMD B450,DDR4 3200 (OC),DDR4 SDRAM,"SATA III, PCIe NVMe, M.2","2.5"", mSATA",ATX
Asrock B550 Steel Legend,AM4,AMD B550,"DDR4 4733MHz (OC), DDR5 6400MHz (OC)",DDR4/DDR5,"SATA III, M.2 NVMe, PCIe x4, UFS","M.2, PCIe",ATX
Gigabyte GA-Z170M-D3H DDR3,LGA 1151,Intel Z170,DDR3-1600/1333/1066,DDR3,"SATA III, PCIe NVMe","2.5"", mSATA, M.2",Micro-ATX
Asus ROG Strix X99 Gaming,LGA 2011-3,Intel X99,DDR4-2100 MHz,DDR4,"SATA III, PCIe NVMe, M.2","mSATA, PCIe M.2",ATX
MSI Z170A Gaming Pro Carbon,LGA 1151,Intel Z170,2400 MHz,DDR4,"SATA III, PCIe x2 (SATA Express), M.2 (NGFF)","2.5"", 3.5""",ATX
Asus ROG Maximus III Extreme,LGA 1156,Intel P55,DDR3-2200 (OC),DDR3,"SATA II, eSATA, USB","2.5"", 3.5""",ATX
Asus TUF X299 Mark 2,LGA 2066,Intel X299,"DDR4-4700 MHz (OC), DDR4-2666 MHz (non-OC)",DDR4,"SATA III, PCIe NVMe, M.2","M.2 (SATA and PCIe), U.2",ATX
Asrock Z370 Taichi,LGA 1151,Intel Z370,DDR4 4133(O.C.),DDR4,"SATA III, PCIe NVMe, M.2, U.2","M.2, U.2",ATX
Asrock H170M Pro4,LGA 1151,Intel H170,DDR3/DDR4 2133 MHz,DDR3/DDR4,"SATA III, M.2, PCIe NVMe",,Micro-ATX
ECS H110M-C3D,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2","HDD, SSD",Micro-ATX
Gigabyte GA-Z270N-WiFi,LGA 1151,Intel Z270,DDR4 3200MHz,DDR4 SDRAM,"M.2, SATA III, PCIe NVMe","M.2, 2.5-inch HDD, SSD",Mini-ITX
MSI A320M Pro-M2,AM4,AMD A320,2133MHz,DDR4,"SATA III, M.2 (NVMe), PCIe x2",,Micro-ATX
Asus ROG Maximus X Formula,LGA 1151,Intel Z370,DDR4 4333 MHz,DDR4,"SATA III, PCIe NVMe, M.2, U.2, USB-C","2.5"", 3.5"", M.2",ATX
Asus ROG Strix X470-F Gaming,AM4,AMD X470,3200 MHz (assuming DDR4 memory),DDR4 SDRAM,"SATA III, PCIe x4, M.2 NVMe","M.2, U.2, SATA",ATX
Gigabyte GA-990XA-UD3 Rev. 3.0,AM3+,AMD 990X,DDR3 2400MHz,DDR3,"SATA III, SATA II, IDE, PCIe x2","2.5"", 3.5""",ATX
Asrock Fatal1ty X370 Professional Gaming,AM4,AMD X370,3200MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5"", 3.5""",ATX
Asus Prime B250-Pro,LGA 1151,Intel B250,DDR4-2400,DDR4 SDRAM,"SATA III, M.2 NVMe, USB-C","2.5-inch, mSATA, M.2",ATX
Asus ROG Crosshair III Formula,AM3,AMD 790FX,DDR-1866 (1333 MHz),DDR,"SATA II, IDE, PATA","2.5"", 3.5""",ATX
MSI H270M Bazooka,LGA 1151,Intel H270,DDR4 2400MHz,DDR4,"SATA III, M.2, PCIe NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
MSI H270 Gaming Pro Carbon,LGA 1151,Intel H270,DDR4-2400 (OC to DDR4-3200),DDR4 SDRAM,"SATA III, PCIe NVMe","M.2, mSATA",ATX
Asus ROG Maximus XI Extreme,LGA 1151,Intel Z390,DDR4 4600MHz,DDR4,"SATA III, PCIe NVMe, M.2 (key E), U.2, USB 3.2 Gen 2","2.5"", M.2",E-ATX
Gigabyte GA-B150M-D2V,LGA 1151,Intel B150,DDR4-2400,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5-inch HDD, M.2 SSD",Micro-ATX
Gigabyte GA-H170-D3HP,LGA 1151,Intel H170,DDR4-2400,DDR4 SDRAM,"SATA III, PCIe NVMe, M.2, U.2","M.2, U.2",ATX
MSI B350M Mortar Arctic,AM4,AMD B350,3200MHz ( DDR4-3200),DDR4,"SATA III, PCIe x2",2.5-inch and mSATA,Micro-ATX
Asus B150M-K,LGA 1151,Intel B150,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe, U.2","2.5-inch HDD, M.2 SSD, U.2 SSD",Micro-ATX
Asus ROG Strix Z390-E Gaming,LGA 1151,Intel Z390,DDR4 3200MHz (OC),DDR4,"SATA III, M.2 NVMe, U.2","2.5"", 3.5""",ATX
Gigabyte GA-H110M-S2PT,LGA 1151,Intel H110,DDR4 2400,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD, mSATA SSD",Micro-ATX
Asus ROG Maximus X Apex,LGA 1151,Intel Z370,DDR4 4600 MHz,DDR4,"SATA III, PCIe NVMe, M.2 SATA, U.2","2.5"", M.2, U.2",E-ATX
Biostar TB350-BTC,AM4,AMD B350,3200 MHz,DDR4,"SATA III, M.2 (SATA and PCIe), UFS","2.5-inch HDD, M.2 SSD, mSATA SSD, PCIe NVMe SSD",ATX
Asus Prime Z270-A,LGA 1151,Intel Z270,DDR4 3200 (OC),DDR4,"SATA III, PCIe NVMe, M.2, U.2","M.2, U.2, mSATA",ATX
Asus TUF B360M-E Gaming,LGA 1151,Intel B360,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe, USB Flash Drive","2.5"" HDD, M.2 SSD",Micro-ATX
Asrock H110M-STX,LGA 1151,Intel H110,2133 MHz,DDR4,"SATA III, M.2 NVMe","M.2 SSD, SATA SSD, USB Flash Drive",Mini-STX
Gigabyte X570 Aorus Pro Wifi,AM4,AMD X570,4800 MHz (assuming it supports DDR4 or DDR5 speeds),DDR4/DDR5,"SATA III, PCIe NVMe, M.2, UFS","2.5"", 3.5""",ATX
Asus ROG Crosshair IV Extreme,AM3,AMD 890FX,DDR3-2600 (OC),DDR3,"SATA III, eSATA, PCIe","2.5"", 3.5""",E-ATX
Asus B150I Pro Gaming/WiFi/Aura,LGA 1151,Intel B150,DDR4-2400,DDR4,"SATA III, M.2 (SATA and PCIe)",,Mini-ITX
MSI Z270 Gaming M7,LGA 1151,Intel Z270,DDR4 3200 MHz,DDR4,"SATA III, PCIe NVMe, M.2","mSATA, M.2, U.2, SATA Express",ATX
Asus WS C621E Sage,2x LGA 3647,Intel C621,DDR4-2400,Registered DIMM (RDIMM) and Load-Reduced DIMM (LRDIMM),"SATA III, PCIe NVMe","2.5-inch HDD, M.2 NVMe SSD, U.2 NVMe SSD, SAS/SATA Hot-Swap Drive Bays",SSI-EEB
MSI Z270 SLI Plus,LGA 1151,Intel Z270,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2 SATA, M.2 NVMe","M.2, U.2, mSATA, SATA III, PCIe x16",ATX
Gigabyte GA-Q270M-D3H,LGA 1151,Intel Q270,DDR4 2400,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus ROG Crosshair V Formula,AM3+,AMD 990FX,DDR3-2400,DDR3,"SATA III, PCIe NVMe, USB 3.2 Gen 1","2.5-inch, 3.5-inch",ATX
Asus ROG Rampage Extreme,LGA 775,Intel X48,DDR3-1333,DDR3,"SATA II, eSATA, USB","2.5"" HDD, 3.5"" HDD",ATX
Gigabyte GA-AB350M-D3H,AM4,AMD B350,3200MHz,DDR4,"SATA III, M.2, U.2","2.5"", 3.5""",Micro-ATX
Maxsun MS-Terminator B360W,LGA 1151,Intel B360,DDR4 2400MHz,DDR4,"SATA III, M.2 (NVMe)","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus Sabertooth 990FX/GEN3 R2.0,AM3+,AMD 990FX,DDR3-2400,DDR3,"SATA III, PCIe x4","2.5"" and 3.5""",ATX
Asrock X299 Taichi,LGA 2066,Intel X299,DDR4 4600 MHz (OC),DDR4,,,ATX
Gigabyte G1.Sniper M7,LGA 1151,Intel B150,DDR3/DDR4 2400MHz (OC),Dual Channel DDR3/DDR4 DIMM,"SATA III, PCIe NVMe","2.5"" SSD, M.2 SSD, SATA HDD",Micro-ATX
MSI H110M ECO,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2","2.5-inch HDD, M.2 SSD",Micro-ATX
MSI X99A Raider,LGA 2011-3,Intel X99,3200MHz,DDR4,"SATA III, PCIe NVMe, M.2",M.2,ATX
Asus ROG Maximus IX Formula,LGA 1151,Intel Z270,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5-inch HDD, M.2 SSD, U.2 SSD",ATX
Maxsun MS-A320D4 Turbo,AM4,AMD A320,3600 MHz (OC) / 3200 MHz (non-OC),DDR4,"SATA III, PCIe NVMe, M.2",M.2,Micro-ATX
Asrock Fatal1ty X99 Professional,LGA 2011-3,Intel X99,DDR4 3200 MHz,DDR4,"SATA III, PCIe x4, M.2","2.5"", 3.5""",E-ATX
Maxsun MS-B250D4L M.2,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, PCIe x4, M.2 NVMe","M.2, SATA SSD, PCIe SSD",Micro-ATX
Asus ROG Strix Z390-F Gaming,LGA 1151,Intel Z390,DDR4 4600(O.C.),DDR4,"SATA III, M.2 NVMe, UFS, PCIe x4","M.2, USB, SATA",ATX
Asus Prime B365M-A,LGA 1151,Intel B365,DDR4 3200MHz,DDR4,"SATA III, M.2 (Key E), UEFI","AHCI, IDE, NVMe",Micro-ATX
Gigabyte X299 Aorus Gaming 7,LGA 2066,Intel X299,DDR4 4400MHz (OC),DDR4,"M.2, SATA III, PCIe NVMe","U.2, mSATA, M.2, SATA DVD/CD",ATX
Asus TUF Z390-Plus Gaming (Wi-Fi),LGA 1151,Intel Z390,DDR4 4600 MHz,DDR4,"SATA III, M.2 NVMe, UEFI","M.2, U.2",ATX
Asrock Fatal1ty X99M Killer,LGA 2011-3,Intel X99,DDR4 2133MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2, U.2","M.2, U.2",Micro-ATX
Gigabyte B360M D2V,LGA 1151,Intel B360,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
Asrock X99 Taichi,LGA 2011-3,Intel X99,DDR4 3200 MHz (OC),DDR4,"SATA III, PCIe NVMe, USB 3.0, M.2","mSATA, SATA III, M.2, PCIe x16",ATX
Gigabyte GA-B250N Phoenix-WiFi,LGA 1151,Intel B250,DDR4 2400MHz,DDR4,"SATA III, M.2 (NVMe/SATA), PCIe x2",Mini-ITX,Mini-ITX
Asrock H310M-HDV/M.2,LGA 1151,Intel H310,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe","2.5"", M.2",Micro-ATX
Asus EX-B150M-V5 D3,LGA 1151,Intel B150,DDR4-2400,DDR4,"SATA III, PCIe NVMe",,Micro-ATX
MSI H170 Gaming M3,LGA 1151,Intel H170,DDR4-2133MHz,DDR4,"SATA III, PCIe x4 NVMe, PCIe x2 SATA","2.5-inch, M.2 (with SATA and PCIe interfaces)",ATX
MSI B250M Gaming Pro,LGA 1151,Intel B250,DDR4-2400,DDR4,"SATA III, M.2 ( PCIe), M.2 (SATA)",,Micro-ATX
Asus ROG Strix Z270I Gaming,LGA 1151,Intel Z270,DDR4 3200 MHz,DDR4 SDRAM,"SATA III, M.2 NVMe","2.5"", M.2",Mini-ITX
Asrock Fatal1ty H370 Performance,LGA 1151,Intel H370,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, U.2 NVMe","2.5"", 3.5""",ATX
